,time,lat,lon,geoaltitude,signature
3578,1645233446,26.179488877118644,-98.76576937161957,8267.7,0
3579,1645233447,26.179183959960938,-98.76646797612028,8267.7,0
3580,1645233448,26.17822265625,-98.76885180203419,8267.7,0
3581,1645233449,26.17767333984375,-98.77030282650355,8267.7,0
3582,1645233450,26.17767333984375,-98.77030282650355,8267.7,0
3583,1645233451,26.176509533898304,-98.77311119666467,8267.7,0
3584,1645233452,26.176276772709215,-98.77369220440204,8267.7,0
3585,1645233453,26.176276772709215,-98.77369220440204,8267.7,0
3586,1645233454,26.176276772709215,-98.77369220440204,8267.7,0
3587,1645233455,26.176276772709215,-98.77369220440204,8267.7,0
3588,1645233456,26.173370361328125,-98.78092639851121,8267.7,0
3589,1645233457,26.172775268554688,-98.78237742298052,8267.7,0
3590,1645233458,26.172775268554688,-98.78237742298052,8267.7,0
3591,1645233459,26.17213362354343,-98.78399188701923,8267.7,0
3592,1645233460,26.1712646484375,-98.78621227336379,8267.7,0
3593,1645233461,26.170969817597985,-98.78694974459131,8267.7,0
3594,1645233462,26.170440673828125,-98.78828516546287,8267.7,0
3595,1645233463,26.16925048828125,-98.79118721440153,8267.7,0
3596,1645233464,26.168975830078125,-98.79180908203125,8267.7,0
3597,1645233465,26.16808357885328,-98.79402747521033,8267.7,0
3598,1645233466,26.16808357885328,-98.79402747521033,8267.7,0
3599,1645233467,26.1668701171875,-98.79709495688383,8267.7,0
3600,1645233468,26.166547355005296,-98.79783043494592,8267.7,0
3601,1645233469,26.166046142578125,-98.7991678489829,8267.7,0
3602,1645233470,26.16538354905985,-98.800788292518,8267.7,0
3603,1645233471,26.16454560877913,-98.80284822904144,8267.7,0
3604,1645233472,26.163986206054688,-98.8041946123231,8267.7,0
3605,1645233473,26.163986206054688,-98.8041946123231,8267.7,0
3606,1645233474,26.163986206054688,-98.8041946123231,8267.7,0
3607,1645233475,26.162264549126057,-98.80844703087439,8267.7,0
3608,1645233476,26.161972045898438,-98.8092213756633,8267.7,0
3609,1645233477,26.161972045898438,-98.8092213756633,8267.7,0
3610,1645233478,26.161972045898438,-98.8092213756633,8267.7,0
3611,1645233479,26.161972045898438,-98.8092213756633,8267.7,0
3612,1645233480,26.15965762380826,-98.81494375375598,8267.7,0
3613,1645233481,26.15965762380826,-98.81494375375598,8267.7,0
3614,1645233482,26.158172607421875,-98.81860121241152,8267.7,0
3615,1645233483,26.157577514648438,-98.82010405918334,8267.7,0
3616,1645233484,26.15691104177701,-98.82170457106372,8267.7,0
3617,1645233485,26.15691104177701,-98.82170457106372,8267.7,0
3618,1645233486,26.15691104177701,-98.82170457106372,8267.7,0
3619,1645233487,26.155426025390625,-98.82538993403597,8267.7,0
3620,1645233488,26.15486274331303,-98.82672236515924,8267.7,0
3621,1645233489,26.154006958007812,-98.82891385060435,8267.7,0
3622,1645233490,26.153732299804688,-98.82953571823407,8267.7,0
3623,1645233491,26.152908325195312,-98.83155678803064,8267.7,0
3624,1645233492,26.152023056806144,-98.83380009577826,8267.7,0
3625,1645233493,26.1514892578125,-98.83508070459902,8267.7,0
3626,1645233494,26.15081269862288,-98.83670513446515,8267.7,0
