,window,mean_geoaltitude
201,"Row(start=datetime.datetime(2022, 2, 21, 12, 16), end=datetime.datetime(2022, 2, 21, 12, 18))",471.1065000000005
202,"Row(start=datetime.datetime(2022, 2, 21, 12, 18), end=datetime.datetime(2022, 2, 21, 12, 20))",365.76
203,"Row(start=datetime.datetime(2022, 2, 21, 12, 20), end=datetime.datetime(2022, 2, 21, 12, 22))",558.2919999999998
204,"Row(start=datetime.datetime(2022, 2, 21, 12, 22), end=datetime.datetime(2022, 2, 21, 12, 24))",614.2355000000003
205,"Row(start=datetime.datetime(2022, 2, 21, 12, 24), end=datetime.datetime(2022, 2, 21, 12, 26))",452.9454999999999
206,"Row(start=datetime.datetime(2022, 2, 21, 12, 26), end=datetime.datetime(2022, 2, 21, 12, 28))",358.1399999999996
207,"Row(start=datetime.datetime(2022, 2, 21, 12, 28), end=datetime.datetime(2022, 2, 21, 12, 30))",358.1399999999996
208,"Row(start=datetime.datetime(2022, 2, 21, 12, 30), end=datetime.datetime(2022, 2, 21, 12, 32))",358.14000000000016
209,"Row(start=datetime.datetime(2022, 2, 21, 16, 34), end=datetime.datetime(2022, 2, 21, 16, 36))",537.1605194805195
210,"Row(start=datetime.datetime(2022, 2, 21, 16, 36), end=datetime.datetime(2022, 2, 21, 16, 38))",512.8260000000005
211,"Row(start=datetime.datetime(2022, 2, 21, 16, 38), end=datetime.datetime(2022, 2, 21, 16, 40))",525.7799999999993
212,"Row(start=datetime.datetime(2022, 2, 21, 16, 40), end=datetime.datetime(2022, 2, 21, 16, 42))",525.7799999999993
213,"Row(start=datetime.datetime(2022, 2, 21, 16, 42), end=datetime.datetime(2022, 2, 21, 16, 44))",525.78
